ParticipantID,Nationality,TestImportance,Risk,Question,Attitude,Study_Type,Condition,Timepoint,StartDate,Age,Sex,Vic,Childhood,Essential,Reading,FM
P43,Australia,100,High,5,-35,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,High,7,-49,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,Minimal,9,-26,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,Minimal,11,22,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,Minimal,13,23,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,Minimal,15,-1,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,High,17,-50,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,Low,19,-40,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,Low,21,-28,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,High,23,-50,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,High,25,41,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,Low,27,-27,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P43,Australia,100,High,29,-50,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 22:42,27,Male,Metro Melbourne,Australia,No,No,Yes
P44,Australia,100,Low,1,-7,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,Minimal,3,23,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,High,5,46,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,High,7,-22,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,Minimal,9,6,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,Minimal,11,39,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,Minimal,13,49,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,Minimal,15,9,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,High,17,-13,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,Low,19,37,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,Low,21,17,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,High,23,-25,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,High,25,38,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,Low,27,-10,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P44,Australia,100,High,29,-32,Pre-Test,Exponential Growth,Pre-Test,17/10/2020 20:19,26,Female,Metro Melbourne,Australia,Yes,No,Yes
P45,Australia,100,Low,1,-3,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,Minimal,3,50,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,High,5,0,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,High,7,-33,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,Minimal,9,39,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,Minimal,11,50,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,Minimal,13,50,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,Minimal,15,50,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,High,17,-32,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,Low,19,24,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,Low,21,40,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,High,23,-16,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,High,25,50,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,Low,27,29,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P45,Australia,100,High,29,-24,Pre-Test,Exponential Growth,Pre-Test,14/10/2020 22:50,25,Female,Metro Melbourne,Australia,No,No,Yes
P46,Australia,100,Low,1,-49,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Low,1,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,3,50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,3,-34,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,5,-1,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,5,-36,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,7,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,7,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,9,0,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,9,14,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,11,2,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,11,43,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,13,50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,13,50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,15,50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Minimal,15,42,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,17,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,17,-28,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Low,19,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Low,19,40,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Low,21,2,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Low,21,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,23,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,23,-45,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,25,50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,25,50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Low,27,50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,Low,27,43,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,29,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P46,Australia,100,High,29,-50,Pre-Test,Exponential Growth,Pre-Test,19/10/2020 0:52,23,Female,Metro Melbourne,Australia,Yes,No,Yes
P47,Australia,100,Low,1,-28,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,Minimal,3,31,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,High,5,24,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,High,7,-47,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,Minimal,9,-34,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,Minimal,11,4,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,Minimal,13,50,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,Minimal,15,16,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,High,17,-50,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,Low,19,11,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,Low,21,30,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,High,23,-16,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,High,25,-20,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,Low,27,33,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P47,Australia,100,High,29,-38,Pre-Test,Exponential Growth,Pre-Test,20/10/2020 23:00,15,Female,Metro Melbourne,Australia,No,No,Yes
P48,Bangladesh,100,Low,1,-14,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,Minimal,3,26,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,High,5,27,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,High,7,29,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,Minimal,9,-1,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,Minimal,11,33,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,Minimal,13,33,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,Minimal,15,32,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,High,17,11,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,Low,19,31,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,Low,21,30,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,High,23,-42,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,High,25,12,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,Low,27,27,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P48,Bangladesh,100,High,29,-44,Pre-Test,Exponential Growth,Pre-Test,16/10/2020 8:55,22,Female,Metro Melbourne,Bangladesh,No,No,Yes
P5,Mexico,100,Low,1,-4,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,Minimal,3,20,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,High,5,35,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,High,7,20,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,Minimal,9,23,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,Minimal,11,50,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,Minimal,13,50,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,Minimal,15,30,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,High,17,-32,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,Low,19,26,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,Low,21,35,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,High,23,-41,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,High,25,50,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,Low,27,25,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P5,Mexico,100,High,29,-44,Pre-Test,Control,Pre-Test,17/10/2020 21:11,28,Male,Metro Melbourne,Mexico,Yes,No,Yes
P50,Viet Nam,100,Low,1,21,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,Minimal,3,24,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,High,5,9,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,High,7,-10,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,Minimal,9,28,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,Minimal,11,30,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,Minimal,13,27,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,Minimal,15,25,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,High,17,-24,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,Low,19,24,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,Low,21,15,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,High,23,-8,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,High,25,27,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,Low,27,-6,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P50,Viet Nam,100,High,29,-24,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:17,35,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P51,Uruguay,100,Low,1,-37,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,Minimal,3,-33,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,High,5,32,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,High,7,-30,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,Minimal,9,40,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,Minimal,11,13,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,Minimal,13,-36,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,Minimal,15,22,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,High,17,-21,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,Low,19,40,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,Low,21,-42,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,High,23,-34,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,High,25,-25,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,Low,27,-3,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P51,Uruguay,100,High,29,-13,Pre-Test,Exponential Growth,Pre-Test,27/10/2020 16:15,31,Female,Regional Vic,Viet Nam,No,No,Yes
P52,Viet Nam,100,Low,1,-24,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,Minimal,3,-45,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,High,5,-35,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,High,7,-50,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,Minimal,9,-50,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,Minimal,11,11,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,Minimal,13,35,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,Minimal,15,6,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,High,17,-50,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,Low,19,25,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,Low,21,-50,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,High,23,-50,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,High,25,-42,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,Low,27,-50,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P52,Viet Nam,100,High,29,-50,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 1:36,34,Female,Metro Melbourne,Viet Nam,No,No,Yes
P53,Viet Nam,100,Low,1,11,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,Minimal,3,14,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,High,5,25,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,High,7,-40,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,Minimal,9,27,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,Minimal,11,22,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,Minimal,13,-15,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,Minimal,15,-3,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,High,17,-23,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,Low,19,-15,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,Low,21,10,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,High,23,-32,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
P53,Viet Nam,100,High,25,20,Pre-Test,Exponential Growth,Pre-Test,28/10/2020 16:28,33,Female,Metro Melbourne,Viet Nam,Yes,No,Yes
